name,card_type,mana_cost,converted_cost,rules_text,rarity,latest_set,all_sets,legal_formats,power,toughness
Arcane Endeavor,Sorcery,"['5', 'Blue', 'Blue']",7,Roll two d8 and choose one result. Draw cards equal to that result. Then you may cast an instant or sorcery spell with mana value less than or equal to the other result from your hand without paying its mana cost.,Rare,Adventures in the Forgotten Realms Commander,1,"['Legacy', 'Vintage', 'Commander']",c,r
Arcane Flight,Enchantment  — Aura,['Blue'],1,Enchant creatureEnchanted creature gets +1/+1 and has flying.,Common,Dominaria,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",A,r
Arcane Infusion,Instant,"['Blue', 'Red']",2,Look at the top four cards of your library. You may reveal an instant or sorcery card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.Flashback 3 Blue Red  <i>(You may cast this card from your graveyard for its flashback cost. Then exile it.)</i>,Uncommon,Innistrad: Midnight Hunt,1,"['Standard', 'Brawl', 'Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Alchemy', 'Explorer']",t,n
Arcane Investigator,"Creature  — Elf Wizard
                                (2/1)","['1', 'Blue']",2,<i>Search the Room</i> — 5 Blue : Roll a d20.1–9 | Draw a card.10–20 | Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.,Common,Adventures in the Forgotten Realms,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",2,1
Arcane Laboratory,Enchantment,"['2', 'Blue']",3,Each player can't cast more than one spell each turn.,Uncommon,Urza's Saga,"['Seventh Edition (Uncommon)', ""Urza's Saga (Uncommon)""]","['Legacy', 'Vintage', 'Commander']",m,n
Arcane Lighthouse,Land,[],0,"Tap : Add Colorless .1 , Tap : Until end of turn, creatures your opponents control lose hexproof and shroud and can't have hexproof or shroud.",Uncommon,Commander Anthology 2018,"['Commander 2014 (Uncommon)', 'Commander Anthology 2018 (Uncommon)']","['Legacy', 'Vintage', 'Commander']",L,n
Arcane Melee,Enchantment,"['4', 'Blue']",5,Instant and sorcery spells cost 2  less to cast.,Rare,Commander 2013 Edition,"['Avacyn Restored (Rare)', 'Commander 2013 Edition (Rare)']","['Modern', 'Legacy', 'Vintage', 'Commander']",m,n
Arcane Proxy,"Artifact Creature  — Wizard
                                (4/3)",['7'],7,"When Arcane Proxy enters the battlefield, if you cast it, exile target instant or sorcery card with mana value less than or equal to Arcane Proxy's power from your graveyard. Copy that card. You may cast the copy without paying its mana cost.//PRT-Prototype_Mech//1 Blue Blue Prototype <i>(You may cast this spell with different mana cost, color, and size. It keeps its abilities and types.)</i>2/1",Mythic Rare,The Brothers' War,1,"['Standard', 'Brawl', 'Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Alchemy', 'Explorer']",4,3
Arcane Sanctum,Land,[],0,"Arcane Sanctum enters the battlefield tapped.Tap : Add White , Blue , or Black .",Uncommon,The Brothers' War Commander,"['Shards of Alara (Uncommon)', 'Commander 2013 Edition (Uncommon)', 'Commander 2016 (Uncommon)', 'Modern Masters 2017 Edition (Uncommon)', 'Commander 2017 (Uncommon)', 'Commander Anthology 2018 (Uncommon)', 'Commander 2018 (Uncommon)', 'Adventures in the Forgotten Realms Commander (Uncommon)', 'Streets of New Capenna Commander (Uncommon)', 'Dominaria United Commander (Uncommon)', 'Warhammer 40,000 Commander (Uncommon)', ""The Brothers' War Commander (Uncommon)""]","['Modern', 'Legacy', 'Vintage', 'Commander']",L,n
Arcane Savant,"Creature  — Human Wizard
                                (3/3)","['3', 'Blue', 'Blue']",5,"Before you shuffle your deck to start the game, you may reveal this card from your deck and exile an instant or sorcery card you drafted that isn't in your deck.When Arcane Savant enters the battlefield, copy a card you exiled with cards named Arcane Savant. You may cast the copy without paying its mana cost.",Rare,Conspiracy: Take the Crown,1,"['Legacy', 'Vintage', 'Commander']",3,3
Arcane Signet,Artifact,['2'],2,Tap : Add one mana of any color in your commander's color identity.,Common,Phyrexia: All Will Be One Commander,"['Throne of Eldraine (Common)', 'Ikoria Commander (Common)', 'Zendikar Rising Commander (Common)', 'Commander Legends (Uncommon)', 'Kaldheim Commander (Common)', 'Commander 2021 (Common)', 'Adventures in the Forgotten Realms Commander (Common)', 'Innistrad: Midnight Hunt Commander (Common)', 'Innistrad: Crimson Vow Commander (Common)', 'Arena Base Set (Common)', 'Kamigawa: Neon Dynasty Commander (Common)', 'Streets of New Capenna Commander (Common)', ""Commander Legends: Battle for Baldur's Gate (Uncommon)"", 'Dominaria United Commander (Common)', 'Warhammer 40,000 Commander (Common)', ""The Brothers' War Commander (Common)"", 'Phyrexia: All Will Be One Commander (Common)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",f,c
Arcane Spyglass,Artifact,['4'],4,"2 , Tap , Sacrifice a land: Draw a card and put a charge counter on Arcane Spyglass.Remove three charge counters from Arcane Spyglass: Draw a card.",Common,Darksteel,1,"['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",f,c
Arcane Subtraction,Instant,"['1', 'Blue']",2,"Target creature gets -4/-0 until end of turn.Learn. <i>(You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)</i>",Common,Strixhaven: School of Mages,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",t,n
Arcane Teachings,Enchantment  — Aura,"['2', 'Red']",3,"Enchant creature <i>(Target a creature as you cast this. This card enters the battlefield attached to that creature.)</i>Enchanted creature gets +2/+2 and has ""Tap : This creature deals 1 damage to any target.""",Uncommon,Tenth Edition,"['Judgment (Common)', 'Tenth Edition (Uncommon)']","['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",A,r
Arcanis the Omnipotent,"Legendary Creature  — Wizard
                                (3/4)","['3', 'Blue', 'Blue', 'Blue']",6,Tap : Draw three cards.2 Blue Blue : Return Arcanis the Omnipotent to its owner's hand.,Rare,Dominaria Remastered,"['Onslaught (Rare)', 'Tenth Edition (Rare)', 'Duel Decks: Speed vs. Cunning (Mythic Rare)', 'Eternal Masters (Rare)', 'Commander 2017 (Rare)', 'Dominaria Remastered (Rare)']","['Modern', 'Legacy', 'Vintage', 'Commander']",3,4
Arcanist's Owl,"Artifact Creature  — Bird
                                (3/3)","['White or Blue', 'White or Blue', 'White or Blue', 'White or Blue']",4,"FlyingWhen Arcanist's Owl enters the battlefield, look at the top four cards of your library. You may reveal an artifact or enchantment card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",Uncommon,Kamigawa: Neon Dynasty Commander,"['Throne of Eldraine (Uncommon)', 'Kamigawa: Neon Dynasty Commander (Uncommon)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",3,3
Arcanum Wings,Enchantment  — Aura,"['1', 'Blue']",2,Enchant creatureEnchanted creature has flying.Aura swap 2 Blue  <i>(: Exchange this Aura with an Aura card in your hand.)</i>,Uncommon,Future Sight,1,"['Modern', 'Legacy', 'Vintage', 'Commander']",A,r
Arcbond,Instant,"['2', 'Red']",3,"Choose target creature. Whenever that creature is dealt damage this turn, it deals that much damage to each other creature and each player.",Rare,Fate Reforged,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander']",t,n
Arcbound Bruiser,"Artifact Creature  — Golem
                                (0/0)",['5'],5,"Modular 3 <i>(This creature enters the battlefield with three +1/+1 counters on it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>",Common,Darksteel,1,"['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",0,0
Arcbound Crusher,"Artifact Creature  — Juggernaut
                                (0/0)",['4'],4,"TrampleWhenever another artifact enters the battlefield, put a +1/+1 counter on Arcbound Crusher.Modular 1 <i>(This creature enters the battlefield with a +1/+1 counter on it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>",Uncommon,Planechase,"['Darksteel (Uncommon)', 'Planechase (Uncommon)']","['Modern', 'Legacy', 'Vintage', 'Commander']",0,0
Arcbound Fiend,"Artifact Creature  — Horror
                                (0/0)",['6'],6,"Fear <i>(This creature can't be blocked except by artifact creatures and/or black creatures.)</i>At the beginning of your upkeep, you may move a +1/+1 counter from target creature onto Arcbound Fiend.Modular 3 <i>(This creature enters the battlefield with three +1/+1 counters on it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>",Uncommon,Darksteel,1,"['Modern', 'Legacy', 'Vintage', 'Commander']",0,0
Arcbound Hybrid,"Artifact Creature  — Beast
                                (0/0)",['4'],4,"HasteModular 2 <i>(This creature enters the battlefield with two +1/+1 counters on it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>",Common,Darksteel,1,"['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",0,0
Arcbound Javelineer,"Artifact Creature  — Soldier
                                (0/1)",['White'],1,"Tap , Remove X +1/+1 counters from Arcbound Javelineer: It deals X damage to target attacking or blocking creature.Modular 1 <i>(This creature enters the battlefield with a +1/+1 counter on it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>",Uncommon,Modern Horizons 2,1,"['Modern', 'Legacy', 'Vintage', 'Commander']",0,1
Arcbound Lancer,"Artifact Creature  — Beast
                                (0/0)",['7'],7,"First strikeModular 4 <i>(This creature enters the battlefield with four +1/+1 counters on it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>",Uncommon,Darksteel,1,"['Modern', 'Legacy', 'Vintage', 'Commander']",0,0
Arcbound Mouser,"Artifact Creature  — Cat
                                (0/0)",['White'],1,"LifelinkModular 1 <i>(This creature enters the battlefield with a +1/+1 counter on it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>",Common,Modern Horizons 2,1,"['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",0,0
Arcbound Overseer,"Artifact Creature  — Golem
                                (0/0)",['8'],8,"At the beginning of your upkeep, put a +1/+1 counter on each creature you control with modular.Modular 6 <i>(This creature enters the battlefield with six +1/+1 counters on it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>",Rare,Darksteel,1,"['Modern', 'Legacy', 'Vintage', 'Commander']",0,0
Arcbound Prototype,"Artifact Creature  — Assembly-Worker
                                (0/0)","['1', 'White']",2,"Modular 2 <i>(This creature enters the battlefield with two +1/+1 counters on it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>",Common,Modern Horizons 2,1,"['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",0,0
Arcbound Ravager,"Artifact Creature  — Beast
                                (0/0)",['2'],2,"Sacrifice an artifact: Put a +1/+1 counter on Arcbound Ravager.Modular 1 <i>(This creature enters the battlefield with a +1/+1 counter on it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>",Rare,Secret Lair Drop,"['Darksteel (Rare)', 'Modern Masters (Rare)', 'Masterpiece Series: Kaladesh Inventions (Special)', 'Secret Lair Drop (Rare)']","['Modern', 'Legacy', 'Vintage', 'Commander']",0,0
Arcbound Reclaimer,"Artifact Creature  — Golem
                                (0/0)",['4'],4,"Remove a +1/+1 counter from Arcbound Reclaimer: Put target artifact card from your graveyard on top of your library.Modular 2 <i>(This creature enters the battlefield with two +1/+1 counters on it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>",Rare,Darksteel,1,"['Modern', 'Legacy', 'Vintage', 'Commander']",0,0
Arcbound Shikari,"Artifact Creature  — Cat Soldier
                                (0/0)","['1', 'Red', 'White']",3,"First strikeWhen Arcbound Shikari enters the battlefield, put a +1/+1 counter on each other artifact creature you control.Modular 2 <i>(This creature enters the battlefield with two +1/+1 counters on it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>",Uncommon,Modern Horizons 2,1,"['Modern', 'Legacy', 'Vintage', 'Commander']",0,0
Arcbound Slasher,"Artifact Creature  — Cat
                                (0/0)","['4', 'Red']",5,"Modular 4 <i>(This creature enters the battlefield with four +1/+1 counters on it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>Riot <i>(This creature enters the battlefield with your choice of an additional +1/+1 counter or haste.)</i>",Common,Modern Horizons 2,1,"['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",0,0
Arcbound Slith,"Artifact Creature  — Slith
                                (0/0)",['2'],2,"Whenever Arcbound Slith deals combat damage to a player, put a +1/+1 counter on it.Modular 1 <i>(This creature enters the battlefield with a +1/+1 counter on it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>",Uncommon,Planechase,"['Darksteel (Uncommon)', 'Planechase (Uncommon)']","['Modern', 'Legacy', 'Vintage', 'Commander']",0,0
Arcbound Stinger,"Artifact Creature  — Insect
                                (0/0)",['2'],2,"FlyingModular 1 <i>(This creature enters the battlefield with a +1/+1 counter on it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>",Common,Modern Masters,"['Darksteel (Common)', 'Modern Masters (Common)']","['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",0,0
Arcbound Tracker,"Artifact Creature  — Dog
                                (0/0)","['2', 'Red']",3,"MenaceModular 2 <i>(This creature enters the battlefield with two +1/+1 counters on it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>Whenever you cast a spell other than your first spell each turn, put a +1/+1 counter on Arcbound Tracker.",Common,Modern Horizons 2,1,"['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",0,0
Arcbound Wanderer,"Artifact Creature  — Golem
                                (0/0)",['6'],6,"Modular—Sunburst <i>(This creature enters the battlefield with a +1/+1 counter on it for each color of mana spent to cast it. When it dies, you may put its +1/+1 counters on target artifact creature.)</i>",Common,Modern Masters,"['Fifth Dawn (Uncommon)', 'Modern Masters (Common)']","['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",0,0
